       0      74     0 -1.922e-01 2.187e-01 8.117e+00 9.22523371985058278886560e-04 5.110e-01 1.483e+00 -8.933e+01 8.311e+00     0    23    56    -1    -1    -1      0     0     0     0 0.000e+00 0.000e+00       0      74     0 -1.922e-01 2.187e-01 8.117e+00 9.22523379910736079576039e-04 5.110e-01 -1.914e+00 9.199e+01 7.891e+00     0     8    56    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00
       0     342     0 3.836e-01 1.700e-01 -1.983e+00 3.87716037892692428137864e-03 4.811e-01 -7.700e+01 4.230e+01 1.804e+00     0    13    32    -1    -1    -1      1     0     0     0 0.000e+00 0.000e+00       0     342     0 3.836e-01 1.700e-01 -1.983e+00 3.87716038513175129814892e-03 5.110e-01 8.982e+01 -1.344e+01 -8.037e+00     0    29     6    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00
       0    1277     0 1.120e-01 4.543e-01 -7.374e-01 1.28623277386989750409318e-02 1.194e-02 -8.274e+01 3.141e+01 1.613e+00     0    13    38    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00       0    1277     0 1.120e-01 4.543e-01 -7.374e-01 1.28623277461249289899126e-02 5.110e-01 8.504e+01 -3.128e+01 -3.147e+00     0    28    22    -1    -1    -1      0     0     0     0 0.000e+00 0.000e+00
       0    1495     0 -2.501e-01 2.364e-01 7.884e+00 1.51913580071217461930910e-02 5.110e-01 -2.668e+01 -8.376e+01 7.584e+00     0    21    60    -1    -1    -1      0     0     0     0 0.000e+00 0.000e+00       0    1495     0 -2.501e-01 2.364e-01 7.884e+00 1.51913580218135252364320e-02 7.057e-02 2.750e+01 8.843e+01 8.199e+00     0     6    60    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00
       0    1820     0 3.478e-01 -3.109e-01 2.481e-01 1.86664866072323680501466e-02 2.034e-01 -1.032e+01 -8.631e+01 2.913e+00     0    22    43    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00       0    1820     0 3.478e-01 -3.109e-01 2.481e-01 1.86664866096226608749298e-02 5.110e-01 1.110e+01 8.640e+01 -2.439e+00     0     7    19    -1    -1    -1      0     0     0     0 0.000e+00 0.000e+00
       0    2029     0 3.411e-02 4.533e-02 1.217e+00 2.08489592190469544275011e-02 5.110e-01 8.198e+01 -3.096e+01 -5.978e+00     0    28    14    -1    -1    -1      0     0     0     0 0.000e+00 0.000e+00       0    2029     0 3.411e-02 4.533e-02 1.217e+00 2.08489592245482899257603e-02 3.693e-01 -8.344e+01 3.163e+01 8.543e+00     0    13    62    -1    -1    -1      0     2     0     0 0.000e+00 0.000e+00
       0    2460     0 4.678e-01 -1.409e-01 1.160e+01 2.56446858358298571123335e-02 5.395e-02 8.254e+01 3.692e+01 5.271e+00     0     2    52    -1    -1    -1      1     1     0     0 0.000e+00 0.000e+00       0    2460     0 4.678e-01 -1.409e-01 1.160e+01 2.56446858364151215881055e-02 8.345e-02 -6.069e+01 -6.652e+01 5.601e+00     0    19    51    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00
       0    2991     0 9.981e-02 8.000e-02 4.474e+00 3.07457193979603291000835e-02 3.096e-01 -8.509e+01 -1.758e+01 8.060e+00     0    16    59    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00       0    2991     0 9.981e-02 8.000e-02 4.474e+00 3.07457197652900096618289e-02 2.014e-01 -3.485e+01 7.939e+01 -6.089e+00     0     9    15    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00
       0    3145     0 1.097e-01 -1.972e-01 -6.400e+00 3.21978635127093751333582e-02 2.760e-01 5.421e+01 -6.737e+01 -8.588e+00     0    26     1    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00       0    3145     0 1.097e-01 -1.972e-01 -6.400e+00 3.21978635461982951038173e-02 5.110e-01 -6.028e+01 7.479e+01 -3.958e+00     0    11    17    -1    -1    -1      0     0     0     0 0.000e+00 0.000e+00
       0    3154     0 8.141e-02 -3.829e-01 1.195e+00 3.22970747974453548101437e-02 2.949e-01 6.641e+01 -5.632e+01 5.360e+00     0    27    49    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00       0    3154     0 8.141e-02 -3.829e-01 1.195e+00 3.22970748106813781985736e-02 1.239e-02 -6.928e+01 5.811e+01 -3.159e+00     0    12    17    -1    -1    -1      0     1     0     0 0.000e+00 0.000e+00
