       0      18     0 -9.864e-02 -2.220e-01  1.854e+01     0    16    40    -1    -1    -1   2.22719189789099441308812e-04  5.110e-01 -8.910e+01 -9.954e+00  3.734e+00    0    0    0    0 NULL NULL
       0      23     0  3.472e-01 -1.799e-01  7.724e+00     0    20    19    -1    -1    -1   3.16450936125732074435946e-04  5.110e-01 -4.800e+01 -7.917e+01 -4.343e+00    0    0    0    0 NULL NULL
       0      74     0 -1.922e-01  2.187e-01  8.117e+00     0     8    56    -1    -1    -1   9.22523379910736079576039e-04  5.110e-01 -1.914e+00  9.199e+01  7.891e+00    0    1    0    0 NULL NULL
       0      74     0 -1.922e-01  2.187e-01  8.117e+00     0    23    56    -1    -1    -1   9.22523371985058278886560e-04  5.110e-01  1.483e+00 -8.933e+01  8.311e+00    0    0    0    0 NULL NULL
       0      75     0 -1.836e-01  9.008e-02 -2.527e+00     0    14    17    -1    -1    -1   9.30699468432837767606358e-04  5.110e-01 -8.705e+01  2.505e+01 -3.735e+00    0    0    0    0 NULL NULL
       0      75     0 -1.836e-01  9.008e-02 -2.527e+00     0    29    25    -1    -1    -1   9.30699459415618287824734e-04  3.553e-02  8.408e+01 -2.412e+01 -1.355e+00    0    1    0    0 NULL NULL
       0      75     0 -1.836e-01  9.008e-02 -2.527e+00     0    29    16    -1    -1    -1   9.30699481094454856601461e-04  4.755e-01  8.954e+01 -2.716e+01 -3.145e+00    0    1    0    0 NULL NULL
       0      80     0 -2.261e-01  2.971e-01  1.362e+01     0     6    57    -1    -1    -1   9.58954900403931570322669e-04  2.182e-01  3.436e+01  8.612e+01  7.019e+00    0    0    0    0 NULL NULL
       0      87     0 -2.909e-01  9.121e-02 -6.387e+00     0    17    40    -1    -1    -1   1.02863815741310654292007e-03  5.110e-01 -8.284e+01 -2.778e+01  3.956e+00    0    0    0    0 NULL NULL
       0      95     0  1.824e-02 -4.764e-01  1.144e+00     0    15    59    -1    -1    -1   1.16231047394921077273167e-03  5.110e-01 -8.836e+01  6.229e-01  8.043e+00    0    0    0    0 NULL NULL
       0     110     0 -2.347e-01  3.386e-01  1.687e+01     0    23    60    -1    -1    -1   1.32996914548128074111399e-03  3.258e-01  1.005e+01 -9.354e+01  7.459e+00    0    1    0    0 NULL NULL
       0     110     0 -2.347e-01  3.386e-01  1.687e+01     0    23    56    -1    -1    -1   1.32996918148531794931499e-03  1.852e-01  2.051e+00 -8.629e+01  7.594e+00    0    1    0    1 NULL NULL
       0     125     0 -4.336e-01  2.404e-01 -2.018e+01     0    22     7    -1    -1    -1   1.46705755704699264407864e-03  5.110e-01 -2.615e+00 -9.123e+01 -7.159e+00    0    0    0    0 NULL NULL
